movieId,full title,genres,title,year,gross ($),# oscar nominations,golden globe,average rating,# ratings,imdb rating,rotten tomatoes rating,imdb link,tmdb link,corrected imdb link,condensed name
7305,Black Widow (1987),Crime|Drama|Mystery|Thriller,Black Widow,1987,,0,0,3.25,4,,,90738,19345,TT0090738,theBlackWidow
7307,Flesh & Blood (1985),Action|Adventure|Drama|War,Flesh & Blood,1985,,0,0,2.166666667,3,,,89153,12775,TT0089153,theFlesh&Blood
7308,King Solomon's Mines (1985),Adventure|Comedy,King Solomon's Mines,1985,,3,0,2.5,1,,,89421,9838,TT0089421,theKingSolomon'sMines
7310,Raw Deal (1986),Action,Raw Deal,1986,,0,0,2.5,2,,,91828,2099,TT0091828,theRawDeal
7311,"Goodbye, Mr. Chips (1939)",Drama|Romance,"Goodbye, Mr. Chips",1939,,6,0,3.5,6,,,31385,42852,TT0031385,"theGoodbye,Mr.Chips"
7313,Fire Birds (1990),Action|Adventure,Fire Birds,1990,,0,0,1,1,,,99575,6470,TT0099575,theFireBirds
7315,Against the Ropes (2004),Comedy|Drama,Against the Ropes,2004,,0,0,2,1,,,312329,8842,TT0312329,theAgainsttheRopes
7316,Confessions of a Teenage Drama Queen (2004),Comedy,Confessions of a Teenage Drama Queen,2004,,0,0,0.5,1,,,361467,11132,TT0361467,theConfessionsofaTeenageDramaQueen
7317,EuroTrip (2004),Adventure|Comedy,EuroTrip,2004,,0,0,3.333333333,12,,,356150,9352,TT0356150,theEuroTrip
7318,"Passion of the Christ, The (2004)",Drama,"Passion of the Christ, The",2004,,0,0,2.9375,16,,,335345,615,TT0335345,"thePassionoftheChrist,The"
7319,Club Dread (2004),Comedy|Horror,Club Dread,2004,,0,0,2,2,,,331953,11217,TT0331953,theClubDread
7320,Dirty Dancing: Havana Nights (2004),Romance,Dirty Dancing: Havana Nights,2004,,0,0,3,2,,,338096,10677,TT0338096,theDirtyDancing:HavanaNights
7321,Twisted (2004),Thriller,Twisted,2004,,0,0,1.5,2,,,315297,13572,TT0315297,theTwisted
7323,"Good bye, Lenin! (2003)",Comedy|Drama,"Good bye, Lenin!",2003,,0,0,3.854166667,24,,,301357,338,TT0301357,"theGoodbye,Lenin!"
7324,Hidalgo (2004),Adventure|Drama,Hidalgo,2004,,0,0,3.125,12,,,317648,2023,TT0317648,theHidalgo
7325,Starsky & Hutch (2004),Action|Comedy|Crime|Thriller,Starsky & Hutch,2004,,0,1,3.214285714,21,,,335438,9384,TT0335438,theStarsky&Hutch
7326,"Reckoning, The (2004)",Crime|Drama,"Reckoning, The",2004,,0,0,3,3,,,258816,25935,TT0258816,"theReckoning,The"
7327,Persona (1966),Drama,Persona,1966,,0,0,3.25,6,,,60827,797,TT0060827,thePersona
7330,Tokyo Joe (1949),Drama|Thriller,Tokyo Joe,1949,,0,0,2.5,1,,,41967,70113,TT0041967,theTokyoJoe
7333,"Corbeau, Le (Raven, The) (1943)",Crime|Drama|Thriller,"Corbeau, Le (Raven, The)",1943,,0,0,4,1,,,35753,29084,TT0035753,"theCorbeau,Le(Raven,The)"
7334,"Front, The (1976)",Comedy|Drama,"Front, The",1976,,0,0,3.333333333,3,,,74554,1723,TT0074554,"theFront,The"
7335,Pickup on South Street (1953),Film-Noir,Pickup on South Street,1953,,0,0,3.75,2,,,46187,25955,TT0046187,thePickuponSouthStreet
7338,Richard III (1955),Drama|War,Richard III,1955,,2,0,3.75,2,,,49674,43323,TT0049674,theRichardIII
7340,Just One of the Guys (1985),Comedy,Just One of the Guys,1985,,0,0,3,1,,,89393,24548,TT0089393,theJustOneoftheGuys
7345,Agent Cody Banks 2: Destination London (2004),Action|Adventure|Children|Comedy,Agent Cody Banks 2: Destination London,2004,,0,0,1,1,,,358349,17047,TT0358349,theAgentCodyBanks2:DestinationLondon
7346,"Girl Next Door, The (2004)",Comedy|Romance,"Girl Next Door, The",2004,,0,0,3.65,10,,,265208,10591,TT0265208,"theGirlNextDoor,The"
7347,Secret Window (2004),Mystery|Thriller,Secret Window,2004,,0,0,3.3125,16,,,363988,1586,TT0363988,theSecretWindow
7348,Spartan (2004),Thriller,Spartan,2004,,0,0,3.3125,8,,,360009,11169,TT0360009,theSpartan
7352,Wilbur Wants to Kill Himself (2002),Comedy|Drama|Romance,Wilbur Wants to Kill Himself,2002,,0,0,3.75,2,,,329767,156,TT0329767,theWilburWantstoKillHimself
7354,Mad Dog and Glory (1993),Comedy|Drama|Romance,Mad Dog and Glory,1993,,0,0,2.875,4,,,107473,10433,TT0107473,theMadDogandGlory
7357,Peyton Place (1957),Drama|Romance,Peyton Place,1957,,4,0,2.5,1,,,50839,43236,TT0050839,thePeytonPlace
7360,Dawn of the Dead (2004),Action|Drama|Horror|Thriller,Dawn of the Dead,2004,,0,0,3.795454545,22,,,363547,924,TT0363547,theDawnoftheDead
7361,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi,Eternal Sunshine of the Spotless Mind,2004,,1,1,4.12244898,98,,,338013,38,TT0338013,theEternalSunshineoftheSpotlessMind
7362,Taking Lives (2004),Crime|Drama|Thriller,Taking Lives,2004,,0,0,3.333333333,9,,,364045,11081,TT0364045,theTakingLives
7364,Intermission (2003),Comedy|Crime|Drama,Intermission,2003,,0,0,3.166666667,3,,,332658,16941,TT0332658,theIntermission
7365,Noi the Albino (Nói albinói) (2003),Drama,Noi the Albino (Nói albinói),2003,,0,0,4,1,,,351461,1720,TT0351461,theNoitheAlbino(Nóialbinói)
7366,Jersey Girl (2004),Comedy|Drama|Romance,Jersey Girl,2004,,0,0,3.357142857,7,,,300051,9541,TT0300051,theJerseyGirl
7367,"Ladykillers, The (2004)",Comedy|Crime,"Ladykillers, The",2004,,0,0,3.1,15,,,335245,5516,TT0335245,"theLadykillers,The"
7369,Scooby-Doo 2: Monsters Unleashed (2004),Action|Adventure|Children|Comedy|Mystery,Scooby-Doo 2: Monsters Unleashed,2004,,0,0,2.5,4,,,331632,11024,TT0331632,theScooby-Doo2:MonstersUnleashed
7371,Dogville (2003),Drama|Mystery|Thriller,Dogville,2003,,0,0,4.4,10,,,276919,553,TT0276919,theDogville
7373,Hellboy (2004),Action|Adventure|Fantasy|Horror,Hellboy,2004,,0,0,3.381578947,38,,,167190,1487,TT0167190,theHellboy
7374,Home on the Range (2004),Animation|Children|Comedy|Musical|Western,Home on the Range,2004,,0,0,1,1,,,299172,13700,TT0299172,theHomeontheRange
7375,"Prince & Me, The (2004)",Comedy|Romance,"Prince & Me, The",2004,,0,0,2.666666667,3,,,337697,11137,TT0337697,"thePrince&Me,The"
7376,Walking Tall (2004),Action,Walking Tall,2004,,0,0,2.75,4,,,351977,11358,TT0351977,theWalkingTall
7377,"United States of Leland, The (2003)",Crime|Drama,"United States of Leland, The",2003,,0,0,2.5,2,,,301976,13573,TT0301976,"theUnitedStatesofLeland,The"
7379,The Alamo (2004),Drama|War|Western,The Alamo,2004,,6,0,2.833333333,6,,,318974,10733,TT0318974,theTheAlamo
7380,Ella Enchanted (2004),Comedy|Fantasy|Romance,Ella Enchanted,2004,,0,0,4.166666667,3,,,327679,14442,TT0327679,theEllaEnchanted
7381,"Whole Ten Yards, The (2004)",Action|Comedy|Crime,"Whole Ten Yards, The",2004,,0,0,1.833333333,6,,,327247,2122,TT0327247,"theWholeTenYards,The"
7382,I'm Not Scared (Io non ho paura) (2003),Drama|Mystery|Thriller,I'm Not Scared (Io non ho paura),2003,,0,0,3,1,,,326977,25300,TT0326977,theI'mNotScared(Iononhopaura)
7383,Shade (2003),Crime|Drama|Thriller,Shade,2003,,0,0,3,1,,,323939,14576,TT0323939,theShade
7385,Twentynine Palms (2003),Drama|Horror,Twentynine Palms,2003,,0,0,1,1,,,315110,26636,TT0315110,theTwentyninePalms
7386,"Ten Commandments, The (1956)",Adventure|Drama,"Ten Commandments, The",1956,,0,0,3.090909091,11,,,49833,6844,TT0049833,"theTenCommandments,The"
7387,Dawn of the Dead (1978),Action|Drama|Horror,Dawn of the Dead,1978,,0,0,3.5,18,,,77402,923,TT0077402,theDawnoftheDead
7388,"Brother Sun, Sister Moon (Fratello sole, sorella luna) (1972)",Drama,"Brother Sun, Sister Moon (Fratello sole, sorella luna)",1972,,0,0,3.5,1,,,69824,2587,TT0069824,"theBrotherSun,SisterMoon(Fratellosole,sorellaluna)"
7389,One Million Years B.C. (1966),Adventure|Fantasy,One Million Years B.C.,1966,,0,0,2.5,1,,,60782,3591,TT0060782,theOneMillionYearsB.C.
7391,"Mother, Jugs & Speed (1976)",Comedy,"Mother, Jugs & Speed",1976,,0,0,3.5,1,,,74923,26176,TT0074923,"theMother,Jugs&Speed"
7392,Bandolero! (1968),Western,Bandolero!,1968,,0,0,2.25,2,,,62708,41857,TT0062708,theBandolero!
7394,Those Magnificent Men in Their Flying Machines (1965),Action|Adventure|Comedy,Those Magnificent Men in Their Flying Machines,1965,,1,1,0.5,1,,,59797,10338,TT0059797,theThoseMagnificentMeninTheirFlyingMachines
7395,Cheaper by the Dozen (1950),Comedy|Drama,Cheaper by the Dozen,1950,,0,0,4.25,2,,,42327,33839,TT0042327,theCheaperbytheDozen
7396,Scenes From a Marriage (Scener ur ett äktenskap) (1973),Drama,Scenes From a Marriage (Scener ur ett äktenskap),1973,,0,0,1.5,1,,,70644,133919,TT0070644,theScenesFromaMarriage(Scenerurettäktenskap)
7399,Ned Kelly (1970),Action|Crime|Western,Ned Kelly,1970,,0,0,2,1,,,66130,38978,TT0066130,theNedKelly
7408,Jack and the Beanstalk (1952),Children|Comedy|Fantasy,Jack and the Beanstalk,1952,,0,0,3,1,,,44762,18698,TT0044762,theJackandtheBeanstalk
7410,"Osterman Weekend, The (1983)",Action|Thriller,"Osterman Weekend, The",1983,,0,0,3.166666667,3,,,86058,12239,TT0086058,"theOstermanWeekend,The"
7414,Going in Style (1979),Comedy|Drama,Going in Style,1979,,0,0,3.5,1,,,79219,65066,TT0079219,theGoinginStyle
7415,"Late Show, The (1977)",Comedy|Crime|Drama|Mystery,"Late Show, The",1977,,0,0,2.5,2,,,76301,42228,TT0076301,"theLateShow,The"
7416,"Sunshine Boys, The (1975)",Comedy,"Sunshine Boys, The",1975,,0,1,3.25,4,,,73766,16561,TT0073766,"theSunshineBoys,The"
7419,After Hours (1985),Comedy|Thriller,After Hours,1985,,0,0,3.916666667,6,,,88680,10843,TT0088680,theAfterHours
7437,Connie and Carla (2004),Comedy,Connie and Carla,2004,,0,0,3.5,1,,,345074,15673,TT0345074,theConnieandCarla
7438,Kill Bill: Vol. 2 (2004),Action|Drama|Thriller,Kill Bill: Vol. 2,2004,,0,0,3.961538462,91,,,378194,393,TT0378194,theKillBill:Vol.2
7439,"Punisher, The (2004)",Action|Crime|Thriller,"Punisher, The",2004,,0,0,2.766666667,15,,,330793,7220,TT0330793,"thePunisher,The"
7440,Paper Clips (2004),Documentary,Paper Clips,2004,,0,0,3.5,2,,,380615,33823,TT0380615,thePaperClips
7442,Young Adam (2003),Crime|Drama|Thriller,Young Adam,2003,,0,0,2.25,2,,,289635,237,TT0289635,theYoungAdam
7444,13 Going on 30 (2004),Comedy|Fantasy|Romance,13 Going on 30,2004,,0,0,3.269230769,13,,,337563,10096,TT0337563,the13Goingon30
7445,Man on Fire (2004),Action|Crime|Drama|Mystery|Thriller,Man on Fire,2004,,0,0,3.822580645,31,,,328107,9509,TT0328107,theManonFire
7448,Envy (2004),Comedy,Envy,2004,,0,0,2.6,5,,,326856,10710,TT0326856,theEnvy
7449,Godsend (2004),Drama|Horror|Thriller,Godsend,2004,,0,0,1.75,2,,,335121,11058,TT0335121,theGodsend
7450,Laws of Attraction (2004),Comedy|Romance,Laws of Attraction,2004,,0,0,2.25,2,,,323033,11141,TT0323033,theLawsofAttraction
7451,Mean Girls (2004),Comedy,Mean Girls,2004,,0,0,3.615384615,26,,,377092,10625,TT0377092,theMeanGirls
7453,New York Minute (2004),Action|Adventure|Comedy,New York Minute,2004,,0,0,3,2,,,363282,11025,TT0363282,theNewYorkMinute
7454,Van Helsing (2004),Action|Adventure|Fantasy|Horror,Van Helsing,2004,,0,0,2.425,20,,,338526,7131,TT0338526,theVanHelsing
7458,Troy (2004),Action|Adventure|Drama|War,Troy,2004,,1,0,3.388888889,36,,,332452,652,TT0332452,theTroy
7460,Coffee and Cigarettes (2003),Comedy|Drama,Coffee and Cigarettes,2003,,0,0,3.3,10,,,379217,883,TT0379217,theCoffeeandCigarettes
7474,"Boys in the Band, The (1970)",Drama,"Boys in the Band, The",1970,,0,0,2,1,,,65488,34377,TT0065488,"theBoysintheBand,The"
7475,Raid (2003),Action|Crime|Drama|Thriller,Raid,2003,,0,0,2,1,,,330802,20375,TT0330802,theRaid
7478,Swimming to Cambodia (1987),Drama,Swimming to Cambodia,1987,,0,0,4,1,,,94089,42015,TT0094089,theSwimmingtoCambodia
7479,Watch on the Rhine (1943),Drama,Watch on the Rhine,1943,,2,0,2.5,1,,,36515,68440,TT0036515,theWatchontheRhine
7480,Under Fire (1983),Drama|Thriller|War,Under Fire,1983,,1,0,3,3,,,86510,12503,TT0086510,theUnderFire
7481,Enemy Mine (1985),Adventure|Drama|Sci-Fi,Enemy Mine,1985,,0,0,3.722222222,9,,,89092,11864,TT0089092,theEnemyMine
7482,Enter the Dragon (1973),Action|Crime,Enter the Dragon,1973,,0,0,3.53125,16,,,70034,9461,TT0070034,theEntertheDragon
7484,Gimme Shelter (1970),Documentary,Gimme Shelter,1970,,0,0,3.5,3,,,65780,132,TT0065780,theGimmeShelter
7487,Henry & June (1990),Drama,Henry & June,1990,,1,0,3.25,2,,,99762,17993,TT0099762,theHenry&June
7489,"Nasty Girl, The (schreckliche Mädchen, Das) (1990)",Comedy|Drama,"Nasty Girl, The (schreckliche Mädchen, Das)",1990,,0,0,4,2,,,100557,4339,TT0100557,"theNastyGirl,The(schrecklicheMädchen,Das)"
7492,Martin (1977),Drama|Horror,Martin,1977,,0,0,1,1,,,77914,26517,TT0077914,theMartin
7493,"Three Faces of Eve, The (1957)",Drama,"Three Faces of Eve, The",1957,,0,0,3.5,3,,,51077,28285,TT0051077,"theThreeFacesofEve,The"
7502,Band of Brothers (2001),Action|Drama|War,Band of Brothers,2001,,0,1,4.153846154,26,,,185906,191903,TT0185906,theBandofBrothers
7505,"Kingdom, The (Riget) (1994)",Drama|Horror|Mystery,"Kingdom, The (Riget)",1994,,0,0,2.25,2,,,108906,22137,TT0108906,"theKingdom,The(Riget)"
7521,Mercy (2000),Crime|Mystery|Thriller,Mercy,2000,,0,0,2,2,,,188055,5247,TT0188055,theMercy
7541,100 Girls (2000),Comedy|Romance,100 Girls,2000,,0,0,2.833333333,3,,,214388,10035,TT0214388,the100Girls
7560,Fail-Safe (1964),Drama|Thriller|War,Fail-Safe,1964,,0,0,3.875,8,,,58083,502,TT0058083,theFail-Safe
7561,Paperhouse (1988),Fantasy|Horror|Thriller,Paperhouse,1988,,0,0,4,1,,,98061,41965,TT0098061,thePaperhouse
7562,Dobermann (1997),Action|Crime,Dobermann,1997,,0,0,2.625,4,,,118996,10347,TT0118996,theDobermann
7563,"Discovery of Heaven, The (2001)",Drama,"Discovery of Heaven, The",2001,,0,0,2,1,,,251052,1373,TT0251052,"theDiscoveryofHeaven,The"
7564,Kwaidan (Kaidan) (1964),Horror,Kwaidan (Kaidan),1964,,0,0,3,2,,,58279,30959,TT0058279,theKwaidan(Kaidan)
7566,28 Up (1985),Documentary,28 Up,1985,,0,0,4.75,2,,,88650,20561,TT0088650,the28Up
7569,You Only Live Twice (1967),Action|Adventure|Sci-Fi|Thriller,You Only Live Twice,1967,,0,0,3.666666667,12,,,62512,667,TT0062512,theYouOnlyLiveTwice
7570,Octopussy (1983),Action|Adventure|Thriller,Octopussy,1983,,0,0,3.1,10,,,86034,700,TT0086034,theOctopussy
7571,"Blue Gardenia, The (1953)",Crime|Drama|Film-Noir|Thriller,"Blue Gardenia, The",1953,,0,0,3.5,1,,,45564,21594,TT0045564,"theBlueGardenia,The"
7573,Never Say Never Again (1983),Action|Adventure|Thriller,Never Say Never Again,1983,,0,0,3.3,5,,,86006,36670,TT0086006,theNeverSayNeverAgain
7577,"Magic Flute, The (Trollflöjten) (1975)",Comedy|Fantasy|Musical|Romance,"Magic Flute, The (Trollflöjten)",1975,,0,0,4.5,2,,,73822,44864,TT0073822,"theMagicFlute,The(Trollflöjten)"
7578,Midnight (1939),Comedy|Romance,Midnight,1939,,0,0,4,1,,,31647,31993,TT0031647,theMidnight
7579,Pride and Prejudice (1940),Comedy|Drama|Romance,Pride and Prejudice,1940,,1,0,4.25,4,,,32943,43818,TT0032943,thePrideandPrejudice
7580,"Man in the Gray Flannel Suit, The (1956)",Drama,"Man in the Gray Flannel Suit, The",1956,,0,0,4.5,1,,,49474,28290,TT0049474,"theManintheGrayFlannelSuit,The"
7583,In This Our Life (1942),Drama,In This Our Life,1942,,0,0,3.5,1,,,34890,43525,TT0034890,theInThisOurLife
7584,Woman of the Year (1942),Comedy|Romance,Woman of the Year,1942,,1,0,3.875,4,,,35567,20640,TT0035567,theWomanoftheYear
7585,Summertime (1955),Drama|Romance,Summertime,1955,,1,0,4.5,2,,,48673,50363,TT0048673,theSummertime
7587,"Samouraï, Le (Godson, The) (1967)",Crime|Drama|Thriller,"Samouraï, Le (Godson, The)",1967,,0,0,4.5,7,,,62229,5511,TT0062229,"theSamouraï,Le(Godson,The)"
7613,White Palace (1990),Drama,White Palace,1990,,0,0,3,1,,,103251,41003,TT0103251,theWhitePalace
7614,Oklahoma! (1955),Musical|Romance|Western,Oklahoma!,1955,,4,0,3.5,2,,,48445,13936,TT0048445,theOklahoma!
7615,Desert Hearts (1985),Drama,Desert Hearts,1985,,0,0,2,1,,,89015,294,TT0089015,theDesertHearts
7616,Body Double (1984),Mystery|Thriller,Body Double,1984,,0,0,2.666666667,3,,,86984,11507,TT0086984,theBodyDouble
7617,Rooster Cogburn (1975),Comedy|Western,Rooster Cogburn,1975,,0,0,3,1,,,73636,17538,TT0073636,theRoosterCogburn
7618,Chaplin (1992),Drama,Chaplin,1992,,2,0,3.375,4,,,103939,10435,TT0103939,theChaplin
7624,School Ties (1992),Drama,School Ties,1992,,0,0,3,2,,,105327,14684,TT0105327,theSchoolTies
7626,Switch (1991),Comedy|Crime|Fantasy,Switch,1991,,0,0,2.25,2,,,103016,10261,TT0103016,theSwitch
7636,Raising Cain (1992),Horror|Thriller,Raising Cain,1992,,0,0,0.5,1,,,105217,13937,TT0105217,theRaisingCain
7637,Irma Vep (1996),Comedy|Drama,Irma Vep,1996,,0,0,1.5,1,,,116650,25355,TT0116650,theIrmaVep
7647,Noises Off... (1992),Comedy,Noises Off...,1992,,0,0,2.833333333,3,,,105017,26670,TT0105017,theNoisesOff...
7649,Babylon 5: In the Beginning (1998),Adventure|Sci-Fi,Babylon 5: In the Beginning,1998,,0,0,3.583333333,6,,,120711,10940,TT0120711,theBabylon5:IntheBeginning
7650,"Witchfinder General (Conquerer Worm, The) (1968)",Horror,"Witchfinder General (Conquerer Worm, The)",1968,,0,0,2,1,,,63285,31965,TT0063285,"theWitchfinderGeneral(ConquererWorm,The)"
7657,Versus (2000),Action|Comedy|Fantasy|Horror,Versus,2000,,0,0,3.5,1,,,275773,5842,TT0275773,theVersus
7669,Pride and Prejudice (1995),Drama|Romance,Pride and Prejudice,1995,,1,0,3.85,10,,,112130,164721,TT0112130,thePrideandPrejudice
7697,"Prince and the Showgirl, The (1957)",Comedy|Romance,"Prince and the Showgirl, The",1957,,0,0,3,1,,,50861,24012,TT0050861,"thePrinceandtheShowgirl,The"
7698,"China Syndrome, The (1979)",Drama|Thriller,"China Syndrome, The",1979,,0,1,3.4,5,,,78966,988,TT0078966,"theChinaSyndrome,The"
7700,"Wages of Fear, The (Salaire de la peur, Le) (1953)",Action|Adventure|Drama|Thriller,"Wages of Fear, The (Salaire de la peur, Le)",1953,,0,0,4.142857143,7,,,46268,204,TT0046268,"theWagesofFear,The(Salairedelapeur,Le)"
7701,Look Who's Talking Too (1990),Comedy|Romance,Look Who's Talking Too,1990,,0,0,2.222222222,9,,,100050,9356,TT0100050,theLookWho'sTalkingToo
7702,"Bells of St. Mary's, The (1945)",Drama,"Bells of St. Mary's, The",1945,,0,0,4,2,,,37536,32430,TT0037536,"theBellsofSt.Mary's,The"
7704,"Delta Force, The (1986)",Action,"Delta Force, The",1986,,0,0,0.5,1,,,90927,16113,TT0090927,"theDeltaForce,The"
7705,Pat and Mike (1952),Comedy|Romance,Pat and Mike,1952,,1,0,3.166666667,3,,,45012,33575,TT0045012,thePatandMike
7706,Animal Crackers (1930),Comedy|Musical,Animal Crackers,1930,,0,0,4,5,,,20640,13913,TT0020640,theAnimalCrackers
7707,"He Said, She Said (1991)",Comedy|Drama|Romance,"He Said, She Said",1991,,0,0,2.5,1,,,102011,17956,TT0102011,"theHeSaid,SheSaid"
7708,Bedazzled (1967),Comedy|Fantasy,Bedazzled,1967,,0,0,2.9,5,,,61391,18209,TT0061391,theBedazzled
7713,Cat People (1942),Drama|Horror|Romance|Thriller,Cat People,1942,,0,0,3,2,,,34587,25508,TT0034587,theCatPeople
7714,Camelot (1967),Drama|Musical|Romance,Camelot,1967,,5,1,3.5,2,,,61439,18978,TT0061439,theCamelot
7716,"Lonely Guy, The (1984)",Comedy,"Lonely Guy, The",1984,,0,0,2.5,1,,,87635,27171,TT0087635,"theLonelyGuy,The"
7719,"Comedy of Terrors, The (1964)",Comedy|Horror,"Comedy of Terrors, The",1964,,0,0,3,1,,,56943,29486,TT0056943,"theComedyofTerrors,The"
7720,"Four Musketeers, The (1974)",Action|Adventure|Comedy|Romance,"Four Musketeers, The",1974,,0,0,4.25,4,,,73012,12310,TT0073012,"theFourMusketeers,The"
7725,On Deadly Ground (1994),Action|Adventure|Thriller,On Deadly Ground,1994,,0,0,0.5,1,,,110725,9624,TT0110725,theOnDeadlyGround
7727,Protocol (1984),Comedy,Protocol,1984,,0,0,3.5,1,,,87951,37296,TT0087951,theProtocol
7728,"Postman Always Rings Twice, The (1946)",Crime|Drama|Film-Noir|Thriller,"Postman Always Rings Twice, The",1946,,0,0,4,3,,,38854,25736,TT0038854,"thePostmanAlwaysRingsTwice,The"
7730,Matinee (1993),Comedy|Drama,Matinee,1993,,0,0,3,1,,,107529,25389,TT0107529,theMatinee
7743,Explorers (1985),Adventure|Children|Sci-Fi,Explorers,1985,,0,0,3,2,,,89114,9872,TT0089114,theExplorers
7745,"Scent of Green Papaya, The (Mùi du du xhan - L'odeur de la papaye verte) (1993)",Drama,"Scent of Green Papaya, The (Mùi du du xhan - L'odeur de la papaye verte)",1993,,0,0,4.75,2,,,107617,19552,TT0107617,"theScentofGreenPapaya,The(Mùiduduxhan-L'odeurdelapapayeverte)"
7748,Pierrot le fou (1965),Crime|Drama,Pierrot le fou,1965,,0,0,3.75,2,,,59592,2786,TT0059592,thePierrotlefou
7749,Weekend (a.k.a. Le Week-end) (Week End) (1967),Drama,Weekend (a.k.a. Le Week-end) (Week End),1967,,0,0,1,1,,,62480,8075,TT0062480,theWeekend(a.k.a.LeWeek-end)(WeekEnd)
7751,Strange Cargo (1940),Drama,Strange Cargo,1940,,0,0,3.5,1,,,33105,50271,TT0033105,theStrangeCargo
7756,Alexander Nevsky (Aleksandr Nevskiy) (1938),Action|Drama|War,Alexander Nevsky (Aleksandr Nevskiy),1938,,0,0,3.75,2,,,29850,10235,TT0029850,theAlexanderNevsky(AleksandrNevskiy)
7757,Jason and the Argonauts (1963),Action|Adventure|Fantasy,Jason and the Argonauts,1963,,0,0,4.166666667,6,,,57197,11533,TT0057197,theJasonandtheArgonauts
7762,"Tinker, Tailor, Soldier, Spy (1979)",Drama|Thriller,"Tinker, Tailor, Soldier, Spy",1979,,0,0,4.166666667,3,,,80297,140207,TT0080297,"theTinker,Tailor,Soldier,Spy"
7766,Throne of Blood (Kumonosu jô) (1957),Action|Drama|Thriller|War,Throne of Blood (Kumonosu jô),1957,,0,0,4.4375,8,,,50613,3777,TT0050613,theThroneofBlood(Kumonosujô)
7770,Treasure Island (1990),Adventure,Treasure Island,1990,,0,0,3.5,1,,,100813,26612,TT0100813,theTreasureIsland
7771,Zorba the Greek (Alexis Zorbas) (1964),Adventure|Drama,Zorba the Greek (Alexis Zorbas),1964,,0,0,3.25,2,,,57831,10604,TT0057831,theZorbatheGreek(AlexisZorbas)
7772,Undercurrent (1946),Film-Noir|Thriller,Undercurrent,1946,,0,0,2.5,1,,,39066,44098,TT0039066,theUndercurrent
7773,"Bang, Bang, You're Dead (2002)",Drama,"Bang, Bang, You're Dead",2002,,0,0,4,2,,,288439,16876,TT0288439,"theBang,Bang,You'reDead"
7781,Twister (1990),Comedy,Twister,1990,,2,0,3,2,,,96321,77780,TT0096321,theTwister
7782,Sniper (1993),Action|Drama,Sniper,1993,,0,0,3.25,2,,,108171,9545,TT0108171,theSniper
7785,"Time for Drunken Horses, A (Zamani barayé masti asbha) (2000)",Drama,"Time for Drunken Horses, A (Zamani barayé masti asbha)",2000,,0,0,4,1,,,259072,29270,TT0259072,"theTimeforDrunkenHorses,A(Zamanibarayémastiasbha)"
7786,Genghis Blues (1999),Documentary,Genghis Blues,1999,,1,0,5,1,,,187859,28030,TT0187859,theGenghisBlues
7791,Internal Affairs (1990),Crime|Thriller,Internal Affairs,1990,,0,0,3.166666667,3,,,99850,11060,TT0099850,theInternalAffairs
7792,"Parallax View, The (1974)",Thriller,"Parallax View, The",1974,,0,0,3.75,4,,,71970,17365,TT0071970,"theParallaxView,The"
7802,"Warriors, The (1979)",Action|Adventure|Crime|Thriller,"Warriors, The",1979,,0,0,3.944444444,9,,,80120,11474,TT0080120,"theWarriors,The"
7809,Ambush (Rukajärven tie) (1999),Drama|Romance|War,Ambush (Rukajärven tie),1999,,0,0,4,1,,,162625,49320,TT0162625,theAmbush(Rukajärventie)
7810,Babylon 5: A Call to Arms (1999),Adventure|Sci-Fi,Babylon 5: A Call to Arms,1999,,0,0,3.666666667,3,,,146455,10916,TT0146455,theBabylon5:ACalltoArms
7811,Babylon 5: The River of Souls (1998),Drama|Sci-Fi,Babylon 5: The River of Souls,1998,,0,0,3.25,2,,,146247,10921,TT0146247,theBabylon5:TheRiverofSouls
7812,Babylon 5: Thirdspace (1998),Drama|Sci-Fi,Babylon 5: Thirdspace,1998,,0,0,3.25,2,,,121804,10941,TT0121804,theBabylon5:Thirdspace
7815,True Stories (1986),Comedy|Musical,True Stories,1986,,0,0,3.5,1,,,92117,24798,TT0092117,theTrueStories
7817,Zardoz (1974),Fantasy|Sci-Fi,Zardoz,1974,,0,0,3.25,2,,,70948,4923,TT0070948,theZardoz
7818,School For Scoundrels (1960),Comedy,School For Scoundrels,1960,,0,0,5,1,,,54279,36741,TT0054279,theSchoolForScoundrels
7820,"Virgin Spring, The (Jungfrukällan) (1960)",Crime|Drama,"Virgin Spring, The (Jungfrukällan)",1960,,0,0,3.5,2,,,53976,11656,TT0053976,"theVirginSpring,The(Jungfrukällan)"
7822,Mogambo (1953),Adventure|Drama|Romance,Mogambo,1953,,0,0,2.75,2,,,46085,25009,TT0046085,theMogambo
7826,"Secret Life of Walter Mitty, The (1947)",Comedy|Romance|Thriller,"Secret Life of Walter Mitty, The",1947,,0,0,4,3,,,39808,40092,TT0039808,"theSecretLifeofWalterMitty,The"
7827,Cypher (2002),Action|Sci-Fi|Thriller,Cypher,2002,,0,0,3.416666667,6,,,284978,10133,TT0284978,theCypher
7828,"Rack, The (1956)",Drama|War,"Rack, The",1956,,0,0,4,1,,,49652,82838,TT0049652,"theRack,The"
7831,Another Thin Man (1939),Comedy|Crime|Drama|Mystery|Romance,Another Thin Man,1939,,0,0,3.833333333,3,,,31047,14589,TT0031047,theAnotherThinMan
